time,utility,risk
90.79225028221136,0.13603349114475774,7.351130898609864
96.94415771700668,0.13057087645424725,7.658675710508885
92.0059429080506,0.12664719731036625,7.8959504926853095
93.24981967216418,0.12994957139259092,7.695292791531401
90.03934109347591,0.12972571267139058,7.708572027914847
90.79225016371969,0.13603349114475774,7.351130898609864
91.06227017027463,0.13248729013481178,7.5478938317966575
90.79225031518638,0.13603349114475774,7.351130898609864
92.62248724102191,0.1295808588821682,7.717189163789463
89.99408500190859,0.12503365715448642,7.997846521952416
90.11751484833205,0.1324012939036311,7.552796279527712
90.33721050868054,0.1324086217025403,7.55237829033919
90.79225024992333,0.13603349114475777,7.351130898609863
95.52354782678736,0.12881364056381625,7.763152998572265
90.79225009287815,0.13603349114475777,7.351130898609863
93.17526752963963,0.1299024799158156,7.698082443445717
96.53569337586185,0.13003281203923645,7.690366641446294
90.86297336446489,0.13635902835000285,7.333581150440773
91.56728186246377,0.13259144262592887,7.541964852296172
93.86017397321443,0.12716375943175562,7.863875717960865
90.81814221066543,0.13274092915006652,7.533471450011309
91.75948341654373,0.13264171898375382,7.5391061549985015
90.79225018179169,0.13603349114475774,7.351130898609864
93.20966074963484,0.12992409499638893,7.696801736643181
100.85629565112401,0.13706242309046915,7.295945726422347
91.81843421594617,0.13611684908157434,7.346629067211977
90.79225024240762,0.13603349114475774,7.351130898609864
90.79224940571915,0.13603349114475782,7.35113089860986
95.02560419250847,0.1313319096624648,7.614295737951979
90.54310585455985,0.12880651339289462,7.763582552302539
91.97875678861082,0.12582887075728358,7.947301712092296
93.95401387412933,0.13363070319591946,7.48331016812711
94.63889238841871,0.13409524979345266,7.45738571306816
90.86297342963236,0.13635902835000285,7.333581150440773
93.19751496704123,0.12991644028742136,7.697255234115439
90.02121835218219,0.13240050408152482,7.55284133498658
98.5845406145126,0.12778671440874612,7.8255396472699115
93.59235816485985,0.13341527980828732,7.495393342029203
90.79225044949796,0.13603349114475774,7.351130898609864
95.09860947738395,0.13444857674064503,7.43778792042572
94.14510412097538,0.13058399765837936,7.657906159498186
91.70403879435119,0.1291539221610268,7.742699433883377
99.81499962269632,0.13265146175530784,7.53855243483577
90.8629741898185,0.13635902835000285,7.333581150440773
97.37403551366631,0.13392647730982338,7.466783417939202
98.29802758069359,0.12990092796126568,7.698174414105676
90.79224969419998,0.13603349114475777,7.351130898609863
98.89301641063433,0.13106573098431798,7.629759453442869
93.30138820171865,0.12998266152529642,7.693333774407952
90.79225033694023,0.13603349114475774,7.351130898609864
91.80932791431212,0.1294406748841628,7.7255468645764225
90.79225041382415,0.13603349114475777,7.351130898609863
92.03271179845396,0.13300061116341416,7.518762442161471
89.24961178863208,0.12867279027330217,7.771650850781979
95.93484131529684,0.12928943847130975,7.734583828530643
90.01785715559531,0.13240050318200108,7.552841386300282
90.79225023181533,0.13603349114475774,7.351130898609864
89.24961208105421,0.12867279027330214,7.771650850781981
90.79224911351832,0.13603349114475788,7.351130898609857
89.37144403419633,0.12927212924951614,7.735619470379714
94.05128501851067,0.13051154979750212,7.662157115991424
90.10073293948743,0.12873070389814134,7.768154525056072
90.79225024862042,0.13603349114475774,7.351130898609864
93.63130831533492,0.13020435376599993,7.680234731606406
92.57252804624511,0.13047191733673466,7.66448459111015
90.86297376467853,0.13635902835000283,7.333581150440775
94.98773055974408,0.1282341139595231,7.798236905318723
92.2227039530483,0.12597008111594538,7.938392919502688
93.20617337335752,0.1299218947286168,7.6969320843789895
97.71595401221974,0.1316597720615127,7.595334431634824
90.38052952272729,0.132410973248615,7.552244164253659
91.26607646107136,0.13252444816838838,7.545777506120069
92.45208031879747,0.12973049471179204,7.708287879589066
90.0801972104759,0.13269761009177639,7.535930747421747
93.16054807965206,0.1298932866039726,7.698627282015486
90.7922495654044,0.1360334911447578,7.351130898609862
91.36673071016415,0.1325452332356978,7.544594215785608
91.2825959930406,0.13316861869807245,7.509276658243768
94.66097404524764,0.13100728573294163,7.633163258099249
93.36911856710525,0.1300267638109,7.690724360827098
96.01764349992709,0.13232160636706847,7.557344771238168
95.96483091493437,0.13226499621089297,7.560579356956446
90.79224945056423,0.13603349114475782,7.35113089860986
90.01785486917103,0.1324005031820015,7.552841386300258
93.500789320552,0.12686515432473544,7.88238508298591
93.71442765625035,0.13374610517073182,7.476853241621229
94.61838856269827,0.13097074597070443,7.635292847943924
90.79225042194179,0.13603349114475777,7.351130898609863
90.86297339860478,0.13635902835000285,7.333581150440773
93.94535793118565,0.12723755375350412,7.859314883853306
90.79225035282496,0.13603349114475774,7.351130898609864
91.44304227835796,0.13606702704195311,7.3493190947111176
94.27141288843015,0.13383678667711005,7.471787277832402
91.57334752147213,0.1395706523260682,7.164830022172404
94.40628769448878,0.127656897547605,7.833497595592799
97.90662691638596,0.1319433247656127,7.5790116838151835
91.95013497294762,0.12925515309485763,7.7366354536450945
92.12549985177515,0.13337557695596974,7.497624548834172
93.01913471062694,0.12980671780987785,7.703761537709132
90.08019936703377,0.13269761009177622,7.535930747421757
